"Lewy kontekst","Rezultat","Prawy kontekst","Interpretacja","Nazwa własna","Relacja zależnościowa","Lemat nadrzędnika","Izba","Typ","Autor","Mówca","Przynależność mówcy","Rola mówcy","Płeć mówcy","Komisja","Data","Timestamp","Rok","Ustrój","Numer kadencji","Etykieta","Tytuł","Sesja","Dzień","Numer","Część"
" to narodowa instytucja kultury, która powołana została w celu"," digitalizacji",", udostępniania i promocji polskiego dziedzictwa audiowizualnego w 2009 r","[digitalizacja:subst:sg:gen:f]","_","conjunct","i","Sejm","Posiedzenie plenarne","","Andrzej Wyrobiec","_","Podsekretarz Stanu w Ministerstwie Kultury i Dziedzictwa Narodowego","mężczyzna","","2015-03-04","1425427200","2015","III RP","7","201115-sjm-ppxxx-00088-02","Sprawozdanie stenograficzne z obrad Sejmu RP z 4 marca 2015 r. (kadencja VII, Posiedzenie Plenarne 88, dzień 2).","88","2","",""
", NInA wyznacza standardy i katalog dobrych praktyk w zakresie"," digitalizacji"," i rekonstrukcji dzieł audiowizualnych. W ramach programu „Kultura","[digitalizacja:subst:sg:gen:f]","_","conjunct","i","Sejm","Posiedzenie plenarne","","Andrzej Wyrobiec","_","Podsekretarz Stanu w Ministerstwie Kultury i Dziedzictwa Narodowego","mężczyzna","","2015-03-04","1425427200","2015","III RP","7","201115-sjm-ppxxx-00088-02","Sprawozdanie stenograficzne z obrad Sejmu RP z 4 marca 2015 r. (kadencja VII, Posiedzenie Plenarne 88, dzień 2).","88","2","",""
"”, o którym wspominałem, koordynuje priorytet:"," Digitalizacja",", którego celem jest wsparcie cyfrowych zasobów kultury poprzez zakup","[digitalizacja:subst:sg:nom:f]","_","conjunct","oraz","Sejm","Posiedzenie plenarne","","Andrzej Wyrobiec","_","Podsekretarz Stanu w Ministerstwie Kultury i Dziedzictwa Narodowego","mężczyzna","","2015-03-04","1425427200","2015","III RP","7","201115-sjm-ppxxx-00088-02","Sprawozdanie stenograficzne z obrad Sejmu RP z 4 marca 2015 r. (kadencja VII, Posiedzenie Plenarne 88, dzień 2).","88","2","",""
" jest wsparcie cyfrowych zasobów kultury poprzez zakup nowoczesnego sprzętu do"," digitalizacji",", prowadzenie procesu digitalizacji, upowszechnianie zbiorów - podkreślę raz","[digitalizacja:subst:sg:gen:f]","_","comp","do","Sejm","Posiedzenie plenarne","","Andrzej Wyrobiec","_","Podsekretarz Stanu w Ministerstwie Kultury i Dziedzictwa Narodowego","mężczyzna","","2015-03-04","1425427200","2015","III RP","7","201115-sjm-ppxxx-00088-02","Sprawozdanie stenograficzne z obrad Sejmu RP z 4 marca 2015 r. (kadencja VII, Posiedzenie Plenarne 88, dzień 2).","88","2","",""
" kultury poprzez zakup nowoczesnego sprzętu do digitalizacji, prowadzenie procesu"," digitalizacji",", upowszechnianie zbiorów - podkreślę raz jeszcze: upowszechnianie,","[digitalizacja:subst:sg:gen:f]","_","adjunct","proces","Sejm","Posiedzenie plenarne","","Andrzej Wyrobiec","_","Podsekretarz Stanu w Ministerstwie Kultury i Dziedzictwa Narodowego","mężczyzna","","2015-03-04","1425427200","2015","III RP","7","201115-sjm-ppxxx-00088-02","Sprawozdanie stenograficzne z obrad Sejmu RP z 4 marca 2015 r. (kadencja VII, Posiedzenie Plenarne 88, dzień 2).","88","2","",""
" Biblioteka Narodowa prowadzi, jak już mówiłem, systematyczną"," digitalizację"," zasobu znajdującego się w zbiorach tej biblioteki, udostępnia zbiory","[digitalizacja:subst:sg:acc:f]","_","obj","mówić","Sejm","Posiedzenie plenarne","","Andrzej Wyrobiec","_","Podsekretarz Stanu w Ministerstwie Kultury i Dziedzictwa Narodowego","mężczyzna","","2015-05-14","1431561600","2015","III RP","7","201115-sjm-ppxxx-00092-02","Sprawozdanie stenograficzne z obrad Sejmu RP z 14 maja 2015 r. (kadencja VII, Posiedzenie Plenarne 92, dzień 2).","92","2","",""
" w dziedzictwo materialne, w infrastrukturę, szkolnictwo czy w"," digitalizację",", poprawiała dostępność dóbr kultury i zmniejszała fiskalizm w tej","[digitalizacja:subst:sg:acc:f]","_","comp","w","Sejm","Posiedzenie plenarne","","Bogdan Zdrojewski","_","Minister Kultury i Dziedzictwa Narodowego","mężczyzna","","2013-10-11","1381449600","2013","III RP","7","201115-sjm-ppxxx-00051-03","Sprawozdanie stenograficzne z obrad Sejmu RP z 11 października 2013 r. (kadencja VII, Posiedzenie Plenarne 51, dzień 3).","51","3","",""
"–5 lat: „Biblioteka +” i program dotyczący"," digitalizacji",". W obszarze digitalizacji - chcę to bardzo mocno podkreślić","[digitalizacja:subst:sg:gen:f]","_","obj_th","dotyczyć","Sejm","Posiedzenie plenarne","","Bogdan Zdrojewski","_","Minister Kultury i Dziedzictwa Narodowego","mężczyzna","","2013-10-11","1381449600","2013","III RP","7","201115-sjm-ppxxx-00051-03","Sprawozdanie stenograficzne z obrad Sejmu RP z 11 października 2013 r. (kadencja VII, Posiedzenie Plenarne 51, dzień 3).","51","3","",""
" „Biblioteka +” i program dotyczący digitalizacji. W obszarze"," digitalizacji"," - chcę to bardzo mocno podkreślić - zakładamy poprawienie wydajności","[digitalizacja:subst:sg:gen:f]","_","comp","obszar","Sejm","Posiedzenie plenarne","","Bogdan Zdrojewski","_","Minister Kultury i Dziedzictwa Narodowego","mężczyzna","","2013-10-11","1381449600","2013","III RP","7","201115-sjm-ppxxx-00051-03","Sprawozdanie stenograficzne z obrad Sejmu RP z 11 października 2013 r. (kadencja VII, Posiedzenie Plenarne 51, dzień 3).","51","3","",""
" Instytut Dziedzictwa. Ma on w swoim zakresie przede wszystkim"," digitalizację"," zabytków ruchomych i nieruchomych. Trzecim adresem jest Narodowe Archiwum","[digitalizacja:subst:sg:acc:f]","_","obj_th","mieć","Sejm","Posiedzenie plenarne","","Bogdan Zdrojewski","_","Minister Kultury i Dziedzictwa Narodowego","mężczyzna","","2013-10-11","1381449600","2013","III RP","7","201115-sjm-ppxxx-00051-03","Sprawozdanie stenograficzne z obrad Sejmu RP z 11 października 2013 r. (kadencja VII, Posiedzenie Plenarne 51, dzień 3).","51","3","",""
" - około 6–7 - byliśmy w stanie"," digitalizować"," około 3 tys. fotografii rocznie z 19 mln,","[digitalizować:inf:imperf]","_","comp_inf","być","Sejm","Posiedzenie plenarne","","Bogdan Zdrojewski","_","Minister Kultury i Dziedzictwa Narodowego","mężczyzna","","2013-10-11","1381449600","2013","III RP","7","201115-sjm-ppxxx-00051-03","Sprawozdanie stenograficzne z obrad Sejmu RP z 11 października 2013 r. (kadencja VII, Posiedzenie Plenarne 51, dzień 3).","51","3","",""
" tys. fotografii rocznie. Tak wygląda postęp w zakresie"," digitalizacji"," i udostępniania. Jeżeli chodzi o digitalizację w zakresie dźwięku","[digitalizacja:subst:sg:gen:f]","_","conjunct","i","Sejm","Posiedzenie plenarne","","Bogdan Zdrojewski","_","Minister Kultury i Dziedzictwa Narodowego","mężczyzna","","2013-10-11","1381449600","2013","III RP","7","201115-sjm-ppxxx-00051-03","Sprawozdanie stenograficzne z obrad Sejmu RP z 11 października 2013 r. (kadencja VII, Posiedzenie Plenarne 51, dzień 3).","51","3","",""
" postęp w zakresie digitalizacji i udostępniania. Jeżeli chodzi o"," digitalizację"," w zakresie dźwięku, to chcę przekazać informację, że","[digitalizacja:subst:sg:acc:f]","_","comp","o","Sejm","Posiedzenie plenarne","","Bogdan Zdrojewski","_","Minister Kultury i Dziedzictwa Narodowego","mężczyzna","","2013-10-11","1381449600","2013","III RP","7","201115-sjm-ppxxx-00051-03","Sprawozdanie stenograficzne z obrad Sejmu RP z 11 października 2013 r. (kadencja VII, Posiedzenie Plenarne 51, dzień 3).","51","3","",""
" chwili obecnej ten czas, który sobie daliśmy na"," digitalizację"," na przykład zasobów radiowych, i pod koniec tego roku","[digitalizacja:subst:sg:acc:f]","_","comp","na","Sejm","Posiedzenie plenarne","","Bogdan Zdrojewski","_","Minister Kultury i Dziedzictwa Narodowego","mężczyzna","","2013-10-11","1381449600","2013","III RP","7","201115-sjm-ppxxx-00051-03","Sprawozdanie stenograficzne z obrad Sejmu RP z 11 października 2013 r. (kadencja VII, Posiedzenie Plenarne 51, dzień 3).","51","3","",""
" A także inna wielka zmiana, zmiana technologiczna związana z"," digitalizacją"," mediów elektronicznych. I pewnie to będzie przedmiotem działania zarówno","[digitalizacja:subst:sg:inst:f]","_","comp","z","Senat","Posiedzenie plenarne","","Krystyna Doktorowicz","Klub Senacki Sojusz Lewicy Demokratycznej – Unia Pracy „Lewica Razem”","Senator","kobieta","","2001-10-24","1003881600","2001","III RP","5","200105-snt-ppxxx-00001-02","Sprawozdanie stenograficzne z obrad Senatu RP z 24 października 2001 r. (kadencja V, Posiedzenie Plenarne 1, dzień 2).","1","2","",""
" i Małgorzata Adamczak z Platformy Obywatelskiej. Pytanie w sprawie"," digitalizacji"," polskich dóbr kultury kierowane jest do ministra kultury i dziedzictwa","[digitalizacja:subst:sg:gen:f]","_","comp","sprawa","Sejm","Posiedzenie plenarne","","Jerzy Wenderlich","Klub Parlamentarny Sojuszu Lewicy Demokratycznej","Poseł","mężczyzna","","2012-10-11","1349913600","2012","III RP","7","201115-sjm-ppxxx-00023-02","Sprawozdanie stenograficzne z obrad Sejmu RP z 11 października 2012 r. (kadencja VII, Posiedzenie Plenarne 23, dzień 2).","23","2","",""
" Panie Marszałku! Szanowny Panie Ministrze! Wysoki Sejmie!"," Digitalizacja"," i rozwój technologii sieciowych są istotnym czynnikiem rozwoju ekonomicznego i","[digitalizacja:subst:sg:nom:f]","_","conjunct","i","Sejm","Posiedzenie plenarne","","Łukasz Borowiak","Klub Parlamentarny Platforma Obywatelska","Poseł","mężczyzna","","2012-10-11","1349913600","2012","III RP","7","201115-sjm-ppxxx-00023-02","Sprawozdanie stenograficzne z obrad Sejmu RP z 11 października 2012 r. (kadencja VII, Posiedzenie Plenarne 23, dzień 2).","23","2","",""
" technologii sieciowych są istotnym czynnikiem rozwoju ekonomicznego i społecznego."," Digitalizacja"," dokumentów archiwalnych, bibliotecznych, muzealnych oraz audiowizualnych jest również","[digitalizacja:subst:sg:nom:f]","_","subj","i","Sejm","Posiedzenie plenarne","","Łukasz Borowiak","Klub Parlamentarny Platforma Obywatelska","Poseł","mężczyzna","","2012-10-11","1349913600","2012","III RP","7","201115-sjm-ppxxx-00023-02","Sprawozdanie stenograficzne z obrad Sejmu RP z 11 października 2012 r. (kadencja VII, Posiedzenie Plenarne 23, dzień 2).","23","2","",""
" ochronę tych zasobów oraz ich udostępnienie. Istotnym elementem programu"," digitalizacji"," w Polsce powinna być zmiana podejścia do gromadzenia i zabezpieczania","[digitalizacja:subst:sg:gen:f]","_","comp","program","Sejm","Posiedzenie plenarne","","Łukasz Borowiak","Klub Parlamentarny Platforma Obywatelska","Poseł","mężczyzna","","2012-10-11","1349913600","2012","III RP","7","201115-sjm-ppxxx-00023-02","Sprawozdanie stenograficzne z obrad Sejmu RP z 11 października 2012 r. (kadencja VII, Posiedzenie Plenarne 23, dzień 2).","23","2","",""
" odwzorowanie. Dzięki staraniom ministerstwa stworzono wieloletni program rządowy poświęcony"," digitalizacji",". Wyrażam nadzieję, że prace ministerstwa zmierzające do udostępnienia","[digitalizacja:subst:sg:dat:f]","_","obj_th","poświęcić","Sejm","Posiedzenie plenarne","","Łukasz Borowiak","Klub Parlamentarny Platforma Obywatelska","Poseł","mężczyzna","","2012-10-11","1349913600","2012","III RP","7","201115-sjm-ppxxx-00023-02","Sprawozdanie stenograficzne z obrad Sejmu RP z 11 października 2012 r. (kadencja VII, Posiedzenie Plenarne 23, dzień 2).","23","2","",""
" kolejnej edycji programu „Kultura+”, priorytet:"," Digitalizacja",". Jest to szczególny projekt, który umożliwi dostęp do","[digitalizacja:subst:sg:nom:f]","_","app","priorytet","Sejm","Posiedzenie plenarne","","Łukasz Borowiak","Klub Parlamentarny Platforma Obywatelska","Poseł","mężczyzna","","2012-10-11","1349913600","2012","III RP","7","201115-sjm-ppxxx-00023-02","Sprawozdanie stenograficzne z obrad Sejmu RP z 11 października 2012 r. (kadencja VII, Posiedzenie Plenarne 23, dzień 2).","23","2","",""
" obecnej edycji programu „Kultura+”, priorytet:"," Digitalizacja","? Dziękuję bardzo. Dziękuję bardzo. O udzielenie odpowiedzi","[digitalizacja:subst:sg:nom:f]","_","app","priorytet","Sejm","Posiedzenie plenarne","","Łukasz Borowiak","Klub Parlamentarny Platforma Obywatelska","Poseł","mężczyzna","","2012-10-11","1349913600","2012","III RP","7","201115-sjm-ppxxx-00023-02","Sprawozdanie stenograficzne z obrad Sejmu RP z 11 października 2012 r. (kadencja VII, Posiedzenie Plenarne 23, dzień 2).","23","2","",""
"em cztery centra kompetencji, które zajmują się różnymi obszarami"," digitalizacji",". Centra kompetencji powstawały w latach 2008–2012.","[digitalizacja:subst:sg:gen:f]","_","comp","obszar","Sejm","Posiedzenie plenarne","","Bogdan Zdrojewski","_","Minister Kultury i Dziedzictwa Narodowego","mężczyzna","","2012-10-11","1349913600","2012","III RP","7","201115-sjm-ppxxx-00023-02","Sprawozdanie stenograficzne z obrad Sejmu RP z 11 października 2012 r. (kadencja VII, Posiedzenie Plenarne 23, dzień 2).","23","2","",""
" punktu widzenia niezwykle istotny, a trochę lekceważony - przedmiot"," digitalizacji"," musi zostać udostępniony do użytku publicznego. Czyli ci,","[digitalizacja:subst:sg:gen:f]","_","comp","przedmiot","Sejm","Posiedzenie plenarne","","Bogdan Zdrojewski","_","Minister Kultury i Dziedzictwa Narodowego","mężczyzna","","2012-10-11","1349913600","2012","III RP","7","201115-sjm-ppxxx-00023-02","Sprawozdanie stenograficzne z obrad Sejmu RP z 11 października 2012 r. (kadencja VII, Posiedzenie Plenarne 23, dzień 2).","23","2","",""
" zostać udostępniony do użytku publicznego. Czyli ci, którzy"," digitalizują"," określone zasoby, muszą się potem tym zasobem digitalizacyjnym podzielić","[digitalizować:fin:pl:ter:imperf]","_","adjunct_rc","ten","Sejm","Posiedzenie plenarne","","Bogdan Zdrojewski","_","Minister Kultury i Dziedzictwa Narodowego","mężczyzna","","2012-10-11","1349913600","2012","III RP","7","201115-sjm-ppxxx-00023-02","Sprawozdanie stenograficzne z obrad Sejmu RP z 11 października 2012 r. (kadencja VII, Posiedzenie Plenarne 23, dzień 2).","23","2","",""
" różnych projektów. Ponieważ pan poseł zadał pytanie, co"," digitalizujemy",", co tak naprawdę byłoby do pokazania, w","[digitalizować:fin:pl:pri:imperf]","_","adjunct_rc","pytanie","Sejm","Posiedzenie plenarne","","Bogdan Zdrojewski","_","Minister Kultury i Dziedzictwa Narodowego","mężczyzna","","2012-10-11","1349913600","2012","III RP","7","201115-sjm-ppxxx-00023-02","Sprawozdanie stenograficzne z obrad Sejmu RP z 11 października 2012 r. (kadencja VII, Posiedzenie Plenarne 23, dzień 2).","23","2","",""
" więcej wiadomo, jaki zakres objęty jest tym projektem."," Digitalizujemy"," oczywiście zasób filmowy - ten, który uznajemy za najcenniejszy","[digitalizować:fin:pl:pri:imperf]","_","root",".","Sejm","Posiedzenie plenarne","","Bogdan Zdrojewski","_","Minister Kultury i Dziedzictwa Narodowego","mężczyzna","","2012-10-11","1349913600","2012","III RP","7","201115-sjm-ppxxx-00023-02","Sprawozdanie stenograficzne z obrad Sejmu RP z 11 października 2012 r. (kadencja VII, Posiedzenie Plenarne 23, dzień 2).","23","2","",""
", realizujemy przede wszystkim takie działania, jak ratowanie i"," digitalizowanie",", przenoszenie na nośniki cyfrowe filmów przedwojennych - wszystkich tych","[digitalizować:ger:sg:nom:n:imperf:aff]","_","conjunct","i","Sejm","Posiedzenie plenarne","","Bogdan Zdrojewski","_","Minister Kultury i Dziedzictwa Narodowego","mężczyzna","","2012-10-11","1349913600","2012","III RP","7","201115-sjm-ppxxx-00023-02","Sprawozdanie stenograficzne z obrad Sejmu RP z 11 października 2012 r. (kadencja VII, Posiedzenie Plenarne 23, dzień 2).","23","2","",""
" podać w tej chwili, bo w ich przypadku proces"," digitalizacji"," jest albo zaawansowany, albo został już zakończony. Oczywiście","[digitalizacja:subst:sg:gen:f]","_","comp","proces","Sejm","Posiedzenie plenarne","","Bogdan Zdrojewski","_","Minister Kultury i Dziedzictwa Narodowego","mężczyzna","","2012-10-11","1349913600","2012","III RP","7","201115-sjm-ppxxx-00023-02","Sprawozdanie stenograficzne z obrad Sejmu RP z 11 października 2012 r. (kadencja VII, Posiedzenie Plenarne 23, dzień 2).","23","2","",""
" chciałem pokazać, jakie filmy podlegają w tej chwili"," digitalizacji",". Jeżeli chodzi o czasopisma, jest na przykład „","[digitalizacja:subst:sg:gen:f]","_","obj_th","podlegać","Sejm","Posiedzenie plenarne","","Bogdan Zdrojewski","_","Minister Kultury i Dziedzictwa Narodowego","mężczyzna","","2012-10-11","1349913600","2012","III RP","7","201115-sjm-ppxxx-00023-02","Sprawozdanie stenograficzne z obrad Sejmu RP z 11 października 2012 r. (kadencja VII, Posiedzenie Plenarne 23, dzień 2).","23","2","",""
"Kurier codzienny” wydawany pomiędzy rokiem 1925 a 1938."," Digitalizujemy"," go w całości. Taki wniosek do nas przyszedł,","[digitalizować:fin:pl:pri:imperf]","_","root",".","Sejm","Posiedzenie plenarne","","Bogdan Zdrojewski","_","Minister Kultury i Dziedzictwa Narodowego","mężczyzna","","2012-10-11","1349913600","2012","III RP","7","201115-sjm-ppxxx-00023-02","Sprawozdanie stenograficzne z obrad Sejmu RP z 11 października 2012 r. (kadencja VII, Posiedzenie Plenarne 23, dzień 2).","23","2","",""
" powiedzieć, że od kilku już lat trwa systematyczna akcja"," digitalizacji"," tych zbiorów, bo widząc niemożność osiągnięcia porozumienia prawnego,","[digitalizacja:subst:sg:gen:f]","_","adjunct","akcja","Senat","Posiedzenie plenarne","","Tomasz Merta","_","Podsekretarz Stanu w Ministerstwie Kultury i Dziedzictwa Narodowego","mężczyzna","","2007-05-31","1180569600","2007","III RP","6","200507-snt-ppxxx-00034-02","Sprawozdanie stenograficzne z obrad Senatu RP z 31 maja 2007 r. (kadencja VI, Posiedzenie Plenarne 34, dzień 2).","34","2","",""
" w oddziale w Polsce. Rozpoczęliśmy również prace nad"," digitalizacją"," zasobów kartotecznych. Chcę państwa poinformować, że ostatecznie wczesną","[digitalizacja:subst:sg:inst:f]","_","comp","nad","Senat","Posiedzenie plenarne","","Janusz Kurtyka","_","Prezes Instytutu Pamięci Narodowej - Komisji Ścigania Zbrodni przeciwko Narodowi Polskiemu","mężczyzna","","2007-06-21","1182384000","2007","III RP","6","200507-snt-ppxxx-00035-02","Sprawozdanie stenograficzne z obrad Senatu RP z 21 czerwca 2007 r. (kadencja VI, Posiedzenie Plenarne 35, dzień 2).","35","2","",""
" Pamięci Narodowej, jak i funkcjonariusze właściwej służby specjalnej."," Digitalizacja"," zasobów kartotecznych po byłych organach bezpieczeństwa państwa komunistycznego oczywiście potrwa","[digitalizacja:subst:sg:nom:f]","_","subj","potrwać","Senat","Posiedzenie plenarne","","Janusz Kurtyka","_","Prezes Instytutu Pamięci Narodowej - Komisji Ścigania Zbrodni przeciwko Narodowi Polskiemu","mężczyzna","","2007-06-21","1182384000","2007","III RP","6","200507-snt-ppxxx-00035-02","Sprawozdanie stenograficzne z obrad Senatu RP z 21 czerwca 2007 r. (kadencja VI, Posiedzenie Plenarne 35, dzień 2).","35","2","",""
